【  央视频道  】,#genre#
CCTV5-体育,http://222.92.7.170:3333/tsfile/live/0005_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV5-体育,http://124.128.73.58:9901/tsfile/live/0005_1.m3u8?key=tvbox6_com&amp;playlive=1&amp;authid=0
CCTV5-体育,http://1.180.245.195:9901/tsfile/live/0005_1.m3u8?key=tvbox6_com&amp;playlive=1&amp;authid=0
CCTV5-体育,http://61.141.202.118:9901/tsfile/live/0005_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
CCTV5⁺,http://1.202.10.117:8888/udp/225.1.8.20:8004
CCTV5⁺,http://115.171.80.162:8888/udp/225.1.8.20:8004
CCTV5超清,http://116.5.239.220:8000/udp/239.77.0.177:5146
CCTV5超清,http://113.111.17.115:8888/udp/239.77.0.177:5146
CCTV5超清,http://113.74.172.130:4000/udp/239.77.0.177:5146
CCTV5超清,http://219.128.40.214:8888/udp/239.77.0.177:5146
CCTV5超清,http://218.19.110.145:9999/udp/239.77.0.177:5146
CCTV5超清,http://218.19.111.239:9999/udp/239.77.0.177:5146
CCTV5超清,http://113.71.149.149:5555/udp/239.77.0.177:5146
CCTV5超清,http://183.7.106.241:4022/udp/239.77.0.177:5146
CCTV5超清,http://113.65.7.195:8888/udp/239.77.0.177:5146
CCTV5超清,http://113.100.72.95:8899/udp/239.77.0.177:5146
CCTV5超清,http://14.121.146.49:554/udp/239.77.0.177:5146
CCTV6,http://110.72.75.189:808/hls/39/index.m3u8
CCTV6,http://219.156.118.134:808/hls/6/index.m3u8
CCTV6,http://125.88.8.114:9901/tsfile/live/0006_1.m3u8
CCTV6,http://182.126.117.20:808/hls/6/index.m3u8
CCTV6,http://110.72.76.61:808/hls/39/index.m3u8
CCTV6,http://123.54.170.154:808/hls/6/index.m3u8
CCTV6,http://112.6.117.141:9901/tsfile/live/0006_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV6,http://121.24.99.199:8090/hls/14/index.m3u8
CCTV6,http://115.204.73.138:8888/rtp/233.50.201.198:5140
CCTV6,http://117.30.115.27:8888/rtp/239.61.3.36:9734
CCTV6,http://183.148.60.100:4022/rtp/233.50.201.198:5140
CCTV6,http://27.11.54.168:8010/udp/225.0.4.144:7980
CCTV6,http://27.16.188.107:4022/rtp/239.69.1.124:10382
CCTV6,http://222.217.124.147:8088/udp/239.81.0.233:4056
CCTV6,http://123.145.78.178:8002/udp/225.0.4.144:7980
CCTV6-电影,http://222.92.7.170:3333/tsfile/live/0006_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV6-电影,http://58.19.182.187:9901/tsfile/live/0006_1.m3u8?key=tvbox6_com&amp;playlive=1&amp;authid=0
CCTV6-电影,http://61.141.202.118:9901/tsfile/live/0006_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
CCTV6-电影,http://1.180.245.195:9901/tsfile/live/0006_1.m3u8?key=tvbox6_com&amp;playlive=1&amp;authid=0
CCTV6超清,http://219.128.40.214:8888/udp/239.77.0.178:5146
CCTV6超清,http://116.5.239.220:8000/udp/239.77.0.178:5146
CCTV6超清,http://14.216.233.242:8888/udp/239.77.0.178:5146
CCTV6超清,http://218.19.110.145:9999/udp/239.77.0.178:5146
CCTV6超清,http://113.74.172.130:4000/udp/239.77.0.178:5146
CCTV6超清,http://218.19.111.218:9999/udp/239.77.0.178:5146
CCTV6超清,http://183.7.106.241:4022/udp/239.77.0.178:5146
CCTV6超清,http://218.19.111.239:9999/udp/239.77.0.178:5146
CCTV6超清,http://113.65.7.195:8888/udp/239.77.0.178:5146
CCTV6超清,http://113.71.149.149:5555/udp/239.77.0.178:5146
CCTV6超清,http://113.100.72.95:8899/udp/239.77.0.178:5146
CCTV6超清,http://113.111.17.115:8888/udp/239.77.0.178:5146
CCTV6超清,http://14.121.146.49:554/udp/239.77.0.178:5146
CCTV7,http://112.46.85.60:8002/hls/504/index.m3u8
CCTV7,http://111.225.94.184:8800/hls/7/index.m3u8
CCTV7,http://125.88.8.114:9901/tsfile/live/0007_1.m3u8
CCTV7,http://110.72.75.189:808/hls/5/index.m3u8
